Step Temp v_strain v_sigmaxx v_sigmayy PotEng KinEng Lx Ly Volume
  349000    353.61978       0.1745  -0.46484147    4.6808367   -101.57511    2.5139919    8.1145721    9.8667444    660.13105
  349100    287.05174      0.17455  -0.07004247    4.0367557   -101.27122    2.0407392    8.1245162    9.8671644    660.96815
  349200    254.86895       0.1746  -0.82512883    4.7821701    -101.3023    1.8119419    8.2398281    9.8675845    670.37786
  349300    275.63917      0.17465    2.0564658    4.7942537   -101.45163    1.9596038    8.1819202    9.8680045    665.69491
  349400    302.91104       0.1747   -1.6233063    4.1897764   -101.17835    2.1534879    8.0131876    9.8684246     651.9943
  349500    397.86124      0.17475  -0.17166185    3.7508909   -101.49524    2.8285181    8.2298367    9.8688447    669.65049
  349600    341.39812       0.1748   0.94173841    4.5668884   -101.39302    2.4271044    8.2144416    9.8692647    668.42626
  349700    297.96807      0.17485   -0.6694472    4.4695158   -101.59537    2.1183468    8.1359645    9.8696848     662.0686
  349800    277.91698       0.1749   0.35581896    4.0902227   -101.55474    1.9757974    8.2058024    9.8701048    667.78011
  349900    277.68605      0.17495  -0.19874301    5.1219092   -101.21853    1.9741557    8.1498632    9.8705249    663.25606
  350000       302.78        0.175    0.3153732     4.451457   -101.15318    2.1525563    8.2009874     9.870945    667.44508
  350100    294.48029      0.17505   0.27349838    4.6956304   -101.14271    2.0935511    8.0863831     9.871365     658.1459
  350200    344.07068       0.1751  -0.98100451    3.6135216   -101.55698    2.4461044    8.0478688    9.8717851    655.03912
  350300    283.48477      0.17515   0.36035984    3.8517061   -101.47447    2.0153806    8.1838745    9.8722051    666.13736
  350400    262.89999       0.1752   0.50542557    3.8813505   -101.76362     1.869037      8.15935    9.8726252    664.16942
  350500    219.29238      0.17525  -0.51556835    4.3431378   -101.32421    1.5590171    8.1128281    9.8730452    660.41064
  350600    310.45604       0.1753  -0.14138267    4.7619068    -101.4804    2.2071276    8.1957642    9.8734653    667.19029
  350700     305.4118      0.17535   0.79056714    4.2015128   -101.30602    2.1712665    8.2169583    9.8738854     668.9441
  350800    346.44054       0.1754  -0.42981987    4.6573778   -101.56991    2.4629525    8.1151349    9.8743054    660.68274
  350900    295.26377      0.17545   -0.2893902    4.5353254   -101.43034    2.0991211    8.0897082    9.8747255    658.64067
  351000    243.88571       0.1755   0.19276577    4.5148485   -101.53798    1.7338586    8.2177945    9.8751455    669.09755
  351100    256.25891      0.17555   0.61163713    4.2506477   -101.63586    1.8218235    8.2027738    9.8755656    667.90297
  351200    315.52796       0.1756  -0.61325314     4.747735   -101.62158    2.2431854    8.0810509    9.8759857    658.01979
  351300    337.21133      0.17565   -0.1644296    4.0590188   -101.79538    2.3973392    8.1544911    9.8764057    664.02808
  351400    270.38433       0.1757    0.4318058    4.4622947   -101.29582    1.9222455    8.2092083    9.8768258    668.51219
  351500    313.48805      0.17575   0.28802189    4.1496002   -101.19104    2.2286831    8.1067515    9.8772458    660.19675
  351600    292.33818       0.1758   -1.2507108    4.3400678   -101.03649    2.0783222    8.1830237    9.8776659    666.43654
  351700    290.67128      0.17585    1.5356501    4.3538999   -101.23932    2.0664716    8.1736895    9.8780859    665.70466
  351800    275.54443       0.1759  -0.48986908    5.1961221   -101.83393    1.9589302    8.0549335     9.878506    656.06049
  351900    258.33726      0.17595   -1.0425871    5.3053372   -101.86204    1.8365991    8.1947739    9.8789261    667.47864
  352000    292.72187        0.176    1.3442823    5.2168405    -101.6809      2.08105    8.1668035    9.8793461    665.22868
  352100    325.08471      0.17605   -1.0415248    3.3978089   -101.55834    2.3111273    8.1345927    9.8797662    662.63312
  352200    342.56674       0.1761   0.66778705    3.4183742   -101.59895    2.4354125    8.1645778    9.8801862    665.10394
  352300    278.52183      0.17615  -0.51204962    3.7519886   -101.18877    1.9800974     8.194019    9.8806063    667.53066
  352400    310.57199       0.1762   0.78848967    4.5760069   -101.35168     2.207952    8.1085168    9.8810263    660.59326
  352500    259.47476      0.17625 -0.082955577    5.1805826   -101.24823     1.844686    8.1146759    9.8814464    661.12314
  352600    267.37333       0.1763  -0.78220067     4.158296   -101.32434    1.9008394    8.0398885    9.8818665    655.05786
  352700    371.15568      0.17635  0.025162733    3.8026725   -101.76609    2.6386601    8.1759668    9.8822865     666.1733
  352800    291.89541       0.1764    1.4171282      3.24127   -101.42265    2.0751744    8.1204032    9.8827066    661.67413
  352900    258.55946      0.17645   -1.5354694    3.8422645   -101.27777    1.8381788     8.070312    9.8831266    657.62051
  353000    363.30548       0.1765   0.22209884    3.5039297   -101.66033    2.5828506     8.177115    9.8835467    666.35181
  353100    275.53264      0.17655   0.92578707    3.6473694   -101.03158    1.9588464    8.1506029    9.8839668    664.21958
  353200    275.89739       0.1766    -1.033142    5.2060471   -101.40751    1.9614395    8.1131777    9.8843868    661.19777
  353300    252.26646      0.17665   0.56740986     4.961639   -101.52276      1.79344    8.1980358    9.8848069    668.14182
  353400    298.19655       0.1767   0.43482514    3.4396692   -101.67779    2.1199711    8.0822894    9.8852269    658.73646
  353500    365.36417      0.17675    -1.249475    3.9758947   -101.39125    2.5974864    8.1685508     9.885647    665.79537
  353600    283.98152       0.1768   0.67576525    4.0606027   -100.74159    2.0189121    8.1829612     9.886067    666.99826
  353700     356.7888      0.17685   0.64156509    4.3584497   -101.44748    2.5365215    8.1314805    9.8864871     662.8302
  353800    248.91672       0.1769  -0.75377648    3.4945728   -101.26472    1.7696257    8.1076292    9.8869072    660.91407
  353900    304.55604      0.17695  -0.42917937    4.2698305   -101.56459    2.1651827     8.161203    9.8873272    665.30954
  354000    286.83114        0.177   0.82781316    4.8790121   -101.26327    2.0391709    8.2328789    9.8877473    671.18114
  354100    364.48748      0.17705  -0.20103007    4.2687991    -101.5057    2.5912538    8.1470454    9.8881673    664.21182
  354200     299.6134       0.1771  -0.10999032    3.5722078   -101.04062    2.1300439    8.2142634    9.8885874    669.72042
  354300    292.21738      0.17715   0.51189451    3.4996528   -101.29503    2.0774633    8.1154431    9.8890075    661.69157
  354400    260.93811       0.1772   -1.4051678    3.4071745   -101.42102    1.8550894    8.1113249    9.8894275    661.38389
  354500    220.23417      0.17725    1.1778625     3.806744   -101.31093    1.5657125    8.2747057    9.8898476    674.73434
  354600    315.13873       0.1773   0.75824055    3.7954611   -101.64935    2.2404183    8.1013259    9.8902676     660.6247
  354700    336.18284      0.17735    -1.584326    3.9255555   -101.28201    2.3900274    8.0202383    9.8906877    654.04017
  354800    341.49046       0.1774 -0.072478859    4.7533042   -101.23648    2.4277609    8.1995725    9.8911077    668.69304
  354900    306.98701      0.17745    1.2208772    5.0032367   -101.16475    2.1824652     8.212512    9.8915278    669.77673
  355000    271.73547       0.1775   -0.6415231    5.2637234   -101.50508    1.9318512    8.0715092    9.8919479    658.30511
  355100     271.3071      0.17755  -0.96603183    5.0589729   -101.58121    1.9288057    8.2565751    9.8923679    673.42752
  355200    315.51567       0.1776    1.9731369      3.90125   -101.62485    2.2430981     8.269351     9.892788    674.49819
  355300    249.60008      0.17765  -0.41112279    4.8463489   -100.97896    1.7744839    8.1007381     9.893208    660.77316
  355400     355.9269       0.1777   -1.0620654    3.3395494   -101.29714     2.530394    8.0295959    9.8936281    654.99794
  355500    337.53844      0.17775  -0.45561493    2.4290319   -101.08731    2.3996647    8.1925386    9.8940481    668.31802
  355600    245.90638       0.1778    1.9769536    4.5626149   -100.91154    1.7482242    8.2056866    9.8944682    669.41902
  355700    291.22083      0.17785   -1.4300776    4.5786605   -101.49092    2.0703786    8.1192078    9.8948883    662.39221
  355800    281.51042       0.1779    0.3834635    4.3600243   -101.43855    2.0013443    8.1640612    9.8953083    666.07977
  355900    386.25693      0.17795   0.36745232    3.6105757   -101.76172    2.7460195    8.1094373    9.8957284    661.65126
  356000    290.32746        0.178  -0.96091159    4.2569898   -101.34145    2.0640273    8.0878014    9.8961484    659.91399
  356100    249.23584      0.17805   0.67693274     3.430615   -101.45548    1.7718944    8.1674499    9.8965685     666.4411
  356200       254.11       0.1781  -0.10545425    3.4912926   -101.65748    1.8065462    8.0863014    9.8969886    659.84762
  356300     266.6023      0.17815  -0.50939591    4.3362606   -101.49057    1.8953578    8.2003704    9.8974086    669.18412
  356400    295.95053       0.1782    0.9913777    4.2006664   -101.11687    2.1040035    8.1959579    9.8978287    668.85243
  356500    278.59566      0.17825  -0.13853654    4.8647382   -100.83921    1.9806223    8.1209962    9.8982487    662.76311
  356600    286.86467       0.1783  -0.36224506    4.4718242   -100.86907    2.0394093     8.092503    9.8986688    660.46578
  356700    326.66405      0.17835  -0.30022436    4.0139047   -101.04212    2.3223553     8.154108    9.8990888    665.52188
  356800    281.14933       0.1784   0.74891693    4.6701814   -101.13898    1.9987772    8.2268474    9.8995089    671.48723
  356900    267.80621      0.17845 -0.043997894    4.7842234   -101.35971    1.9039168    8.0846112     9.899929     659.9057
  357000    282.87426       0.1785   -1.3881481    4.3455877   -101.53736    2.0110402    8.2076144     9.900349    669.97425
  357100    285.32047      0.17855    1.7643566    5.5331743   -101.16606    2.0284311    8.3456637    9.9007691    681.27189
  357200    355.61641       0.1786   0.12376179    6.2184557   -101.12335    2.5281866    8.0740389    9.9011891    659.12662
  357300    331.19288      0.17865   -1.8097218    4.5112862    -101.0347    2.3545522    8.1986742    9.9016092    669.32966
  357400    341.72897       0.1787    2.0104791    4.3477428   -101.32812    2.4294565    8.1464964    9.9020293    665.09814
  357500    270.02756      0.17875   -1.6380845    5.5813655   -101.20762    1.9197091     8.090749    9.9024493    660.57483
  357600    275.21835       0.1788   0.38343349    4.9114488   -101.31624     1.956612    8.2033064    9.9028694    669.79306
  357700       288.93      0.17885     1.025615    3.8051422   -101.30832    2.0540923    8.1456262    9.9032894    665.11173
  357800    317.52329       0.1789   -1.8237666    4.2014132   -101.36866    2.2573709    8.1199112    9.9037095    663.04015
  357900    307.38836      0.17895   0.86616159    6.2295058    -101.2867    2.1853185    8.3351135    9.9041295    680.64161
  358000    305.45153        0.179    1.4806468    4.8928334    -101.1831     2.171549    8.1322636    9.9045496    664.10513
  358100    340.44769      0.17905   -2.0783697    4.0997169   -101.00623    2.4203475    8.0714756    9.9049697    659.16896
  358200    342.94368       0.1791   0.73179246    3.6221552   -101.09357    2.4380923    8.1971682    9.9053897    669.46222
  358300    268.66072      0.17915   0.17945741    4.3906906   -101.08183    1.9099918    8.1921263    9.9058098    669.07882
  358400    258.79846       0.1792  -0.33498552     3.554178   -101.10324    1.8398779    8.1568635    9.9062298    666.22704
  358500    279.34993      0.17925 -0.034182199    5.7942307   -101.09805    1.9859847    8.2385915    9.9066499    672.93086
  358600    314.97668       0.1793   0.95116857    4.9054874   -101.22715    2.2392662    8.1603025      9.90707    666.56445
  358700    388.85785      0.17935   -1.5430911    5.3492927   -101.19721    2.7645102    8.1700889      9.90749    667.39214
  358800    302.75069       0.1794    0.6756248    6.2673191   -100.67166    2.1523479    8.2876957    9.9079101    677.02781
  358900    312.95026      0.17945    1.0724738    5.6996142    -101.2516    2.2248598    8.2094959    9.9083301    670.66805
  359000    266.12106       0.1795   -1.2864214    5.0544407   -101.20872    1.8919366    8.0963803    9.9087502    661.45521
  359100    285.89187      0.17955  -0.10726815    5.3114609   -101.35097    2.0324934    8.2258763    9.9091702    672.06322
  359200    312.59114       0.1796   0.32194305    5.8051072   -101.36362    2.2223067    8.2896136    9.9095903    677.29933
  359300    337.81124      0.17965   0.69634187    5.2167562   -101.16358    2.4016041    8.2530879    9.9100104     674.3436
  359400    333.98512       0.1797  -0.71749338     5.295952   -100.50204    2.3744031    8.1904846    9.9104304    669.25677
  359500    392.06854      0.17975  -0.31410024    4.5060548   -101.03454     2.787336    8.2137494    9.9108505    671.18622
  359600    315.67277       0.1798     0.873622    5.8523173   -101.04417    2.2442149    8.2995655    9.9112705    678.22743
  359700    311.12883      0.17985  0.084268218    5.7807436    -101.2121    2.2119106    8.1672802    9.9116906    667.44557
  359800    283.98856       0.1799  -0.67482793    4.4574544   -101.28373    2.0189622    8.1330146    9.9121106    664.67348
  359900    264.74452      0.17995   0.80807121    3.7881333   -101.38014    1.8821504      8.19142    9.9125307    669.47506
  360000    297.40224         0.18  -0.65024089    4.3175425   -101.16234    2.1143241      8.07184    9.9129508    659.72988
  360100    298.29775      0.18005  -0.70120049        5.517   -100.77177    2.1206906    8.2388186    9.9133708    673.40596
  360200    313.61669       0.1801    1.3222431    5.0788723   -100.82322    2.2295976    8.2089756    9.9137909    670.99515
  360300     314.3997      0.18015  -0.54998719    4.1687717   -101.00185    2.2351643    8.1777484    9.9142109    668.47099
  360400    270.03234       0.1802   0.23648251    3.4728233    -101.1823    1.9197431    8.1658721     9.914631    667.52846
  360500    306.66719      0.18025 -0.0097257644    4.4171395   -101.57726    2.1801915    8.1131416    9.9150511    663.24605
  360600    252.37178       0.1803  -0.41373106    4.8875052   -101.07379    1.7941887    8.1342357    9.9154711    664.99865
  360700    302.82108      0.18035   0.20472944    4.1758187   -101.15817    2.1528484    8.1640947    9.9158912    667.46799
  360800    268.03375       0.1804 -0.040175022    3.9654727   -100.84991    1.9055345    8.1900714    9.9163112    669.62012
  360900    280.24513      0.18045  0.082683062     4.073817   -100.89506     1.992349    8.1389301    9.9167313      665.467
  361000    304.39049       0.1805  -0.09756487    4.0103525   -101.16383    2.1640057    8.1870247    9.9171513    669.42774
  361100    259.62454      0.18055  -0.01371727    5.4350666     -101.143    1.8457508    8.1776252    9.9175714    668.68749
  361200     225.9542       0.1806 -0.044534727    4.5704533   -100.90074     1.606378    8.2968769    9.9179915    678.46748
  361300    372.18304      0.18065   0.36613311    4.9576172   -101.44882    2.6459638    8.1989192    9.9184115     670.4855
  361400    300.99184       0.1807   0.15546354    4.2601975   -100.98312    2.1398437    8.1456132    9.9188316    666.15449
  361500    332.25865      0.18075  -0.46783193    4.9157792   -101.19428    2.3621291    8.1671382    9.9192516    667.94311
  361600     285.0238       0.1808   0.11493157     5.347947   -101.07189     2.026322    8.1703639    9.9196717    668.23522
  361700    274.92396      0.18085   0.57410975    4.7850534   -101.32328    1.9545191     8.060178    9.9200918    659.25128
  361800    310.13273       0.1809   -0.8552506    4.2005911   -101.49756    2.2048291    8.0538708    9.9205118     658.7633
  361900    328.10475      0.18095   0.17628297    3.9035094   -101.34089    2.3325977    8.1449169    9.9209319    666.23859
  362000    329.26663        0.181   0.59571436     2.111467   -100.96678    2.3408579    8.0157107    9.9213519    655.69753
  362100    393.80453      0.18105   -1.3223184    2.3343272   -101.14485    2.7996777    8.1210202     9.921772    664.34014
  362200    313.84157       0.1811    0.9036833    4.9166745   -100.94755    2.2311964    8.2635941     9.922192    676.03202
  362300    305.63607      0.18115   0.60165059    4.8877524   -101.06391     2.172861    8.0642695    9.9226121     659.7535
  362400    274.25543       0.1812   -1.2753961    3.7245727   -101.03423    1.9497663    8.1025808    9.9230322    662.91589
  362500    295.83609      0.18125    0.7747434    3.6703516     -101.433    2.1031899    8.2018267    9.9234522    671.06414
  362600    257.80114       0.1813   0.12553759    3.9789077   -101.36256    1.8327877    8.1331889    9.9238723    665.47644
  362700     344.2451      0.18135  -0.15028587    3.7061348   -101.31227    2.4473445    8.0690924    9.9242923    660.25986
  362800    307.01312       0.1814   -1.1283992    4.8697079   -100.92676    2.1826508    8.2056862    9.9247124    671.46518
  362900    300.39255      0.18145    1.7559212    6.1396867   -101.02398    2.1355831    8.2160812    9.9251324    672.34425
  363000    256.27391       0.1815   -1.0606873    6.1980236    -100.9242    1.8219302     8.136838    9.9255525    665.88774
  363100    287.14023      0.18155   0.57203824    5.0999088   -101.44736    2.0413683    8.1350887    9.9259726    665.77276
  363200    273.73812       0.1816  -0.44171737    4.4263275   -101.73495    1.9460886    8.1825889    9.9263926     669.6885
  363300    264.87647      0.18165   0.20993253    4.3364965   -101.67503    1.8830884    8.1468714    9.9268127    666.79348
  363400    316.53281       0.1817  -0.31158808    5.3670041   -101.39089    2.2503292     8.209729    9.9272327     671.9666
  363500     291.5438      0.18175   0.63461317    6.3809066   -100.96903    2.0726747    8.1930758    9.9276528    670.63191
  363600    301.40106       0.1818   -0.4373511    4.7164736   -101.00462    2.1427529    8.2113965    9.9280729    672.15996
  363700    304.03561      0.18185   0.14446006    5.4539262   -100.99881    2.1614828      8.18448    9.9284929      669.985
  363800    351.61338       0.1819   0.78494969    5.6300309   -101.38219    2.4997278    8.1427885     9.928913    666.60032
  363900    289.37949      0.18195   -1.2361983    4.6099348   -101.37039    2.0572879    8.1207406     9.929333    664.82352
  364000    246.21951        0.182   0.49141937    3.7658799    -101.3845    1.7504503    8.1564492    9.9297531    667.77514
  364100    319.14427      0.18205   0.20551561    3.6828769   -101.73198    2.2688949    8.1357787    9.9301731    666.11101
  364200    274.62062       0.1821  -0.17274944    3.5678175   -101.02365    1.9523625    8.1258135    9.9305932    665.32325
  364300    365.00223      0.18215  0.062890062    4.2573031   -101.27502    2.5949133    8.0795339    9.9310133    661.56196
  364400    312.20545       0.1822  0.049949877    3.1189727   -101.02374    2.2195647     8.000565    9.9314333    655.12361
  364500    274.14143      0.18225  -0.83708889    4.9533216   -101.06337    1.9489558    8.1631756    9.9318534    668.46719
  364600    304.57875       0.1823   0.86534825    5.9343947   -101.51229    2.1653441    8.1819888    9.9322734    670.03611
  364700    263.62793      0.18235   -0.3604588    5.7561977   -101.48772    1.8742121    8.1231745    9.9326935    665.24785
  364800    277.25686       0.1824   0.33736225    4.8042856   -101.41016    1.9711044    8.1703661    9.9331136     669.1409
  364900    330.67136      0.18245  -0.54174348    4.8055194   -101.14865    2.3508446    8.1745427    9.9335336    669.51127
  365000    316.95196       0.1825   0.23835198    4.5344728   -100.92365    2.2533091    8.2254538    9.9339537    673.70948
  365100    279.51924      0.18255   0.44222213    6.5734867   -100.75655    1.9871884     8.211064    9.9343737    672.55932
  365200    267.78695       0.1826  -0.41539793    6.3427255   -101.10956    1.9037799    8.1560546    9.9347938     668.0818
  365300     292.4332      0.18265 -0.010289744    6.1875112   -101.59261    2.0789977     8.215737    9.9352138    672.99898
  365400     238.1213       0.1827   0.81938415    4.1427129   -101.23751    1.6928776    8.1097059    9.9356339    664.34144
  365500    316.51755      0.18275   -1.3112604     3.397589    -101.1337    2.2502207    8.1203006     9.936054    665.23747
  365600    350.36894       0.1828   0.80147316    3.9943998   -101.21548    2.4908807    8.2580478     9.936474    676.55071
  365700    323.88836      0.18285   0.32130807    3.9411992   -101.36273    2.3026221    8.0905335    9.9368941    662.85492
  365800    273.78165       0.1829  -0.44137548    4.4961042    -101.2429    1.9463981    8.0985593    9.9373141    663.54052
  365900    325.95472      0.18295  -0.63820903    3.9184706   -101.61536    2.3173125    8.1330011    9.9377342    666.39061
  366000    302.44546        0.183   0.64159027    4.5442905   -101.34112    2.1501779     8.193921    9.9381542    671.41056
  366100    357.67764      0.18305   0.47607519    5.0901163     -101.286    2.5428405    8.0941855    9.9385743    663.26625
  366200    323.77397       0.1831  -0.98132016    3.9585913   -100.91596    2.3018088    8.0802341    9.9389944    662.15101
  366300     234.6346      0.18315   0.14275972    2.6003096   -100.67001    1.6680896    8.1749273    9.9394144    669.93915
  366400    284.24836       0.1832   0.58556107    3.5911259   -101.36509    2.0208092    8.2053371    9.9398345    672.45966
  366500    295.09535      0.18325   0.29080801    3.7235951   -101.78452    2.0979237    8.1070826    9.9402545     664.4354
  366600    271.77626       0.1833  -0.99419615     4.625429   -101.69878    1.9321411    8.0408343    9.9406746    659.03371
  366700    238.75586      0.18335   0.39439707    4.4085335   -101.22011     1.697389    8.1677353    9.9410947    669.46291
  366800    353.98813       0.1834   0.56888145    3.9526772   -101.59165    2.5166107    8.0713331    9.9415147    661.58933
  366900    310.81304      0.18345   -1.1104091    4.4907175   -101.44897    2.2096656    8.1599575    9.9419348    668.88193
  367000    212.69394       0.1835    1.4684522    4.7930502   -100.91448    1.5121067    8.1523759    9.9423548    668.28869
  367100    367.18011      0.18355   -1.0045279    3.3379774   -101.48215    2.6103965    8.0119162    9.9427749     656.8023
  367200    317.78973       0.1836  -0.79720479    4.0790104   -101.12263    2.2592651    8.1788576    9.9431949    670.51618
  367300    323.44285      0.18365    1.0649622    4.5085547   -101.18113    2.2994549    8.2541149     9.943615    676.71448
  367400    266.64361       0.1837   0.41427761    4.9214323   -101.17907    1.8956515     8.157364    9.9440351     668.8106
  367500    234.48446      0.18375  -0.75541912    5.3540952   -101.48347    1.6670222    8.0986445    9.9444551    664.02432
  367600    210.57301       0.1838   0.47915329    4.4420301   -101.55021    1.4970284    8.0993178    9.9448752    664.10758
  367700    299.34574      0.18385  -0.82302485    4.0080041   -101.43635    2.1281411    8.1564382    9.9452952    668.81945
  367800    341.88937       0.1839   0.99009872    4.6867348    -101.3205    2.4305968    8.1628388    9.9457153    669.37256
  367900    345.96886      0.18395  -0.87585158    4.1659485   -101.26092    2.4595992    8.1413625    9.9461354    667.63964
  368000    281.15856        0.184   0.72720497    4.8663422   -101.03876    1.9988428    8.1040845    9.9465554    664.61069
  368100    297.90118      0.18405  -0.24272403    4.1332302   -101.46331    2.1178713    8.1142274    9.9469755    665.47061
  368200    276.97852       0.1841   0.24617934    3.8031995   -101.44841    1.9691256    8.0359804    9.9473955    659.08119
  368300    311.39679      0.18415   -1.1856112    4.1109692   -101.56676    2.2138157    8.1351826    9.9478156    667.24556
  368400    327.41512       0.1842    1.4430086    4.3002836   -101.11556    2.3276949    8.2714586    9.9482356    678.45152
  368500    335.39448      0.18425  -0.12739233    3.0356753   -100.87878    2.3844226     8.053706    9.9486557    660.61865
  368600    317.19918       0.1843   -1.1434305    4.2516337   -100.84087    2.2550667    8.1706039    9.9490758     670.2357
  368700    233.57741      0.18435    1.1311904    3.8855107    -100.6456    1.6605737    8.2122965    9.9494958    673.68419
  368800    295.16049       0.1844 -0.0010496559    5.0500239   -101.28125    2.0983868    8.0805167    9.9499159    662.90181
  368900    274.96949      0.18445   -1.2021298    4.4034522   -101.69773    1.9548428    8.1611929    9.9503359     669.5485
  369000    259.33905       0.1845    1.4442462    3.8330289   -101.77498    1.8437212    8.1936412     9.950756    672.23896
  369100    261.41102      0.18455  -0.70231248    5.2754433   -101.43424    1.8584514    8.0787743     9.951176     662.8428
  369200    287.40955       0.1846  -0.43064957    4.4744844    -101.2308     2.043283    8.1758318    9.9515961    670.83443
  369300     313.8938      0.18465    1.0464585    3.5588586    -101.1307    2.2315677    8.1908947    9.9520162    672.09873
  369400    368.41435       0.1847   -0.2224605    4.1807408   -101.29967    2.6191711    8.1100852    9.9524362    665.49604
  369500    324.48748      0.18475  -0.21989232    4.1253421   -101.30324    2.3068814    8.0673517    9.9528563    662.01737
  369600    300.47308       0.1848 -0.0021047933    5.0761082   -101.39638    2.1361557    8.0832359    9.9532763    663.34884
  369700    275.78146      0.18485  -0.57722957    3.7678625   -101.27953    1.9606153     8.143611    9.9536964    668.33171
  369800    339.03268       0.1849   0.46382049    3.3199413   -101.27755    2.4102877    8.1638019    9.9541165    670.01702
  369900    313.29337      0.18495   0.47982042    2.0581591   -100.85406    2.2272991    8.1445222    9.9545365    668.46291
  370000    356.94033        0.185  -0.13520396    3.8458221   -101.10282    2.5375988    8.0434992    9.9549566    660.19929
  370100    332.18141      0.18505   -1.3281502    4.1286777   -101.46448      2.36158    8.1369921    9.9553766    667.90124
  370200    269.01115       0.1851    1.6070344    4.6038745   -101.25832    1.9124831    8.2091869    9.9557967    673.85557
  370300    276.02248      0.18515  -0.60918588    4.0620072   -101.19362    1.9623288    8.1067732    9.9562167    665.47696
  370400    264.31516       0.1852  -0.23298193    4.0774506   -100.92045    1.8790979     8.115672    9.9566368    666.23557
  370500    335.24243      0.18525 0.0003605197    3.6393217   -100.88573    2.3833417    8.1591653    9.9570569     669.8343
  370600    317.47948       0.1853   0.28243574    2.3217024   -100.49278    2.2570594    8.2667554    9.9574769    678.69564
  370700    348.45246      0.18535    0.1526682     3.319504    -101.1377    2.4772558    8.1971733     9.957897    673.01138
  370800    303.77682       0.1854  -0.11388796    3.0427831   -101.42352     2.159643    8.1979199     9.958317    673.10106
  370900    281.07429      0.18545 -0.017343953    3.9189663   -101.42619    1.9982437    8.1548344    9.9587371    669.59172
  371000    284.47447       0.1855  -0.11616733    3.6293673   -101.30572    2.0224166    8.1787582    9.9591572    671.58443
  371100    282.93235      0.18555   0.41596444    4.2330409   -100.91642    2.0114532    8.1596643    9.9595772    670.04482
  371200    334.30083       0.1856  -0.53938914    4.2043846    -100.9215    2.3766476    8.1385875    9.9599973    668.34225
  371300    287.97608      0.18565   0.15525696    2.6652127   -100.87986    2.0473106    8.1721139    9.9604173    671.12375
  371400    316.13724       0.1857 -0.0063107968    2.5563906   -101.33563     2.247517    8.1995696    9.9608374    673.40691
  371500    303.56967      0.18575  -0.18043057    4.0708151   -101.37157    2.1581703    8.2290411    9.9612574    675.85582
  371600     307.3831       0.1858   0.50373667    4.0494979   -101.47885    2.1852811     8.310966    9.9616775    682.61314
  371700    289.92924      0.18585   0.23090714    3.8667675   -101.54687    2.0611962    8.1639867    9.9620976    670.56941
  371800    253.63591       0.1859  -0.67964367    5.3815432    -101.6796    1.8031758    8.1613516    9.9625176    670.38123
  371900    269.51604      0.18595   0.57695545    5.7088276   -101.80546    1.9160726    8.1172835    9.9629377    666.78955
  372000    334.45352        0.186   -1.1983847    4.6841761   -101.68274    2.3777331    8.1708685    9.9633577    671.21956
  372100    314.84724      0.18605    1.1060113    4.5108483   -101.34131     2.238346    8.2815685    9.9637778    680.34202
  372200     280.5016       0.1861 -0.057195142    4.4044394   -101.16621    1.9941723    8.1827341    9.9641978    672.25098
  372300    302.88153      0.18615  -0.65302952    3.8785142   -101.26362    2.1532781    8.3323397    9.9646179    684.57065
  372400    299.43327       0.1862    1.0854643    4.6332242   -101.28089    2.1287634    8.2659375     9.965038     679.1438
  372500    266.55354      0.18625   -0.1120219     5.071959   -101.43434    1.8950112    8.1647359     9.965458    670.85717
  372600    264.81596       0.1863  -0.64356005    4.7062923   -101.70656    1.8826582    8.1394914    9.9658781    668.81114
  372700    244.57155      0.18635  0.068442995    4.5665967   -101.54466    1.7387345    8.1726631    9.9662981    671.56512
  372800    285.66937       0.1864   0.66558639    5.3186232   -101.24411    2.0309115     8.083266    9.9667182    664.24717
  372900    288.72824      0.18645   -1.2337216    4.5335828   -101.12829     2.052658    8.1116923    9.9671383     666.6112
  373000    257.46072       0.1865   0.44042694    3.7322387   -100.90304    1.8303675    8.1967426    9.9675583    673.62895
  373100    316.12185      0.18655   0.55801181    3.8820656   -101.05939    2.2474076    8.1624365    9.9679784    670.83785
  373200    298.95261       0.1866  -0.46025601    4.3262773   -100.74294    2.1253462    8.1793102    9.9683984    672.25297
  373300     323.9421      0.18665   0.15232062    4.1184343   -101.38298    2.3030041     8.167339    9.9688185    671.29735
  373400    298.24772       0.1867   0.37903671    4.8182841   -101.51229    2.1203349    8.0913161    9.9692385    665.07682
  373500    286.06887      0.18675   -0.3538275    4.3871947   -101.44411    2.0337517    8.1085505    9.9696586    666.52151
  373600    319.47591       0.1868  -0.53198653    3.8381827   -101.59874    2.2712527    8.0763387    9.9700787    663.90168
  373700    309.50316      0.18685   0.57967054    3.8752247   -101.20151    2.2003533    8.2078248    9.9704987     674.7387
  373800    316.26721       0.1869  -0.48099682    5.5712388   -101.18855     2.248441    8.1974541    9.9709188    673.91455
  373900    278.86053      0.18695   0.35437917     5.022723   -101.39765    1.9825054    8.2522867    9.9713388    678.45093
  374000    254.73697        0.187   0.65995293    4.9653868   -101.59858    1.8110036     8.203478    9.9717589     674.4666
  374100    287.32051      0.18705   -0.8247639    4.4514968   -101.69597      2.04265    8.0588054     9.972179    662.59994
  374200       282.25       0.1871   0.13776275    5.0466418   -101.41065    2.0066022    8.1867291     9.972599    673.14626
